Fold_1,Fold_2,Fold_3,Fold_4,Fold_5,Fold_6,Fold_7,Fold_8,Fold_9,Fold_10,Fold_11,Fold_12,Fold_13,Fold_14,Fold_15,Fold_16,Fold_17,Fold_18,Fold_19,Fold_20,Fold_21,Fold_22,Fold_23,Fold_24,Fold_25,Fold_26,Fold_27,Fold_28,Fold_29,Fold_30,Fold_31,Fold_32,Fold_33,Fold_34,Fold_35,Fold_36,Fold_37,Fold_38,Fold_39,Fold_40,Fold_41,Fold_42,Fold_43,Fold_44,Fold_45,Fold_46,Fold_47,Fold_48,Fold_49,Fold_50,Fold_51,Fold_52,Fold_53,Fold_54,Fold_55,Fold_56,Fold_57,Fold_58,Fold_59,Fold_60,Fold_61,Fold_62,Fold_63,Fold_64,Fold_65,Fold_66,Fold_67,Fold_68
34713394.230000004,35182271.010000005,35188924.99,35077981.26,35956439.4,35873744.260000005,35444916.66,36350690.05,36048318.05,35565987.39,35159573.72,35417292.620000005,36335812.84,36965189.34,36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24
35182271.010000005,35188924.99,35077981.26,35956439.4,35873744.260000005,35444916.66,36350690.05,36048318.05,35565987.39,35159573.72,35417292.620000005,36335812.84,36965189.34,36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006
35188924.99,35077981.26,35956439.4,35873744.260000005,35444916.66,36350690.05,36048318.05,35565987.39,35159573.72,35417292.620000005,36335812.84,36965189.34,36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999
35077981.26,35956439.4,35873744.260000005,35444916.66,36350690.05,36048318.05,35565987.39,35159573.72,35417292.620000005,36335812.84,36965189.34,36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999,37557220.230000004
35956439.4,35873744.260000005,35444916.66,36350690.05,36048318.05,35565987.39,35159573.72,35417292.620000005,36335812.84,36965189.34,36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999,37557220.230000004,37261270.92
35873744.260000005,35444916.66,36350690.05,36048318.05,35565987.39,35159573.72,35417292.620000005,36335812.84,36965189.34,36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999,37557220.230000004,37261270.92,37698998.25
35444916.66,36350690.05,36048318.05,35565987.39,35159573.72,35417292.620000005,36335812.84,36965189.34,36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999,37557220.230000004,37261270.92,37698998.25,38351221.93
36350690.05,36048318.05,35565987.39,35159573.72,35417292.620000005,36335812.84,36965189.34,36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999,37557220.230000004,37261270.92,37698998.25,38351221.93,38204182.24
36048318.05,35565987.39,35159573.72,35417292.620000005,36335812.84,36965189.34,36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999,37557220.230000004,37261270.92,37698998.25,38351221.93,38204182.24,38759185.059999995
35565987.39,35159573.72,35417292.620000005,36335812.84,36965189.34,36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999,37557220.230000004,37261270.92,37698998.25,38351221.93,38204182.24,38759185.059999995,38782644.980000004
35159573.72,35417292.620000005,36335812.84,36965189.34,36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999,37557220.230000004,37261270.92,37698998.25,38351221.93,38204182.24,38759185.059999995,38782644.980000004,39358019.58
35417292.620000005,36335812.84,36965189.34,36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999,37557220.230000004,37261270.92,37698998.25,38351221.93,38204182.24,38759185.059999995,38782644.980000004,39358019.58,38847236.49
36335812.84,36965189.34,36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999,37557220.230000004,37261270.92,37698998.25,38351221.93,38204182.24,38759185.059999995,38782644.980000004,39358019.58,38847236.49,40552671.160000004
36965189.34,36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999,37557220.230000004,37261270.92,37698998.25,38351221.93,38204182.24,38759185.059999995,38782644.980000004,39358019.58,38847236.49,40552671.160000004,39436572.29
36743770.379999995,36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999,37557220.230000004,37261270.92,37698998.25,38351221.93,38204182.24,38759185.059999995,38782644.980000004,39358019.58,38847236.49,40552671.160000004,39436572.29,38159955.32
36368389.769999996,36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999,37557220.230000004,37261270.92,37698998.25,38351221.93,38204182.24,38759185.059999995,38782644.980000004,39358019.58,38847236.49,40552671.160000004,39436572.29,38159955.32,38119592.089999996
36741948.78,36305167.29000001,36888068.019999996,38635573.72,37995869.09,36810191.03,36528393.11,35917147.199999996,37179602.53,37661696.120000005,37796014.07,38643584.230000004,37765084.440000005,38366809.739999995,38001415.72,38442191.55,38653663.43,38344861.57,37627698.010000005,37697945.03,38613276.260000005,38524724.16,39389004.379999995,39920289.54,39556378.239999995,40279759.0,41653487.0,40315392.0,39550251.0,39100499.0,37726472.88,37765729.0,38651774.0,38894976.0,40100440.59,40950726.39,39838307.03,40713926.53,40671899.36,39719130.39,39551618.3,38158638.339999996,37219095.830000006,36776326.29,37806757.11000001,37786244.6,39230267.57000001,39174936.370000005,38620834.36000001,38408542.10000001,38733769.57,39451889.24,40276231.080000006,38652561.57999999,37557220.230000004,37261270.92,37698998.25,38351221.93,38204182.24,38759185.059999995,38782644.980000004,39358019.58,38847236.49,40552671.160000004,39436572.29,38159955.32,38119592.089999996,37283447.15999999
